ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS31022,31022.TXT,0.13426,0.33298,0.19136,3

ROUGE-SU4+StopWordRemoval,FNS31022,31022.TXT,0.18690,0.34736,0.24304,3

ROUGE-L+StopWordRemoval,FNS30858,30858.TXT,0.37582,0.46008,0.41371,4

ROUGE-1+StopWordRemoval,FNS30858,30858.TXT,0.35784,0.52971,0.42713,4

ROUGE-2+StopWordRemoval,FNS30858,30858.TXT,0.17118,0.29620,0.21697,4

ROUGE-SU4+StopWordRemoval,FNS30858,30858.TXT,0.24769,0.31103,0.27577,4

ROUGE-L+StopWordRemoval,FNS30856,30856.TXT,0.33022,0.46596,0.38652,3

ROUGE-1+StopWordRemoval,FNS30856,30856.TXT,0.40191,0.58515,0.47652,3

ROUGE-2+StopWordRemoval,FNS30856,30856.TXT,0.17639,0.31743,0.22677,3

ROUGE-SU4+StopWordRemoval,FNS30856,30856.TXT,0.24998,0.34033,0.28824,3

ROUGE-L+StopWordRemoval,FNS30855,30855.TXT,0.40433,0.52564,0.45707,3

ROUGE-1+StopWordRemoval,FNS30855,30855.TXT,0.37348,0.62373,0.46721,3

ROUGE-2+StopWordRemoval,FNS30855,30855.TXT,0.22424,0.35127,0.27373,3

ROUGE-SU4+StopWordRemoval,FNS30855,30855.TXT,0.27585,0.35488,0.31041,3

ROUGE-L+StopWordRemoval,FNS31824,31824.TXT,0.39593,0.32724,0.35832,3

ROUGE-1+StopWordRemoval,FNS31824,31824.TXT,0.52345,0.34569,0.41639,3

ROUGE-2+StopWordRemoval,FNS31824,31824.TXT,0.23417,0.11069,0.15032,3

ROUGE-SU4+StopWordRemoval,FNS31824,31824.TXT,0.32671,0.13898,0.19501,3

ROUGE-L+StopWordRemoval,FNS31705,31705.TXT,0.57948,0.41449,0.48329,4

ROUGE-1+StopWordRemoval,FNS31705,31705.TXT,0.64937,0.42528,0.51396,4

ROUGE-2+StopWordRemoval,FNS31705,31705.TXT,0.40510,0.23551,0.29785,4

ROUGE-SU4+StopWordRemoval,FNS31705,31705.TXT,0.50051,0.20881,0.29468,4

ROUGE-L+StopWordRemoval,FNS31948,31948.TXT,0.36550,0.32923,0.34642,3

ROUGE-1+StopWordRemoval,FNS31948,31948.TXT,0.42690,0.42596,0.42643,3

ROUGE-2+StopWordRemoval,FNS31948,31948.TXT,0.13328,0.12657,0.12984,3

ROUGE-SU4+StopWordRemoval,FNS31948,31948.TXT,0.24391,0.17432,0.20333,3

ROUGE-L+StopWordRemoval,FNS31828,31828.TXT,0.42055,0.41667,0.41860,3

ROUGE-1+StopWordRemoval,FNS31828,31828.TXT,0.45414,0.48411,0.46864,3

ROUGE-2+StopWordRemoval,FNS31828,31828.TXT,0.21201,0.27208,0.23832,3

ROUGE-SU4+StopWordRemoval,FNS31828,31828.TXT,0.29537,0.27602,0.28536,3

ROUGE-L+StopWordRemoval,FNS31034,31034.TXT,0.33712,0.38946,0.36141,3

ROUGE-1+StopWordRemoval,FNS31034,31034.TXT,0.42095,0.48205,0.44943,3

ROUGE-2+StopWordRemoval,FNS31034,31034.TXT,0.18503,0.19227,0.18858,3

ROUGE-SU4+StopWordRemoval,FNS31034,31034.TXT,0.25489,0.22125,0.23688,3

ROUGE-L+StopWordRemoval,FNS31277,31277.TXT,0.45453,0.53030,0.48950,3

ROUGE-1+StopWordRemoval,FNS31277,31277.TXT,0.53733,0.64935,0.58805,3

ROUGE-2+StopWordRemoval,FNS31277,31277.TXT,0.29503,0.35467,0.32211,3

ROUGE-SU4+StopWordRemoval,FNS31277,31277.TXT,0.38765,0.35135,0.36861,3

ROUGE-L+StopWordRemoval,FNS32004,32004.TXT,0.41259,0.40466,0.40859,4

ROUGE-1+StopWordRemoval,FNS32004,32004.TXT,0.41071,0.47746,0.44158,4

ROUGE-2+StopWordRemoval,FNS32004,32004.TXT,0.23251,0.27949,0.25384,4

ROUGE-SU4+StopWordRemoval,FNS32004,32004.TXT,0.30758,0.27182,0.28859,4

ROUGE-L+StopWordRemoval,FNS31036,31036.TXT,0.37988,0.52157,0.43959,3

ROUGE-1+StopWordRemoval,FNS31036,31036.TXT,0.40422,0.59960,0.48290,3

ROUGE-2+StopWordRemoval,FNS31036,31036.TXT,0.19053,0.32996,0.24157,3

ROUGE-SU4+StopWordRemoval,FNS31036,31036.TXT,0.28049,0.32246,0.30001,3

ROUGE-L+StopWordRemoval,FNS31399,31399.TXT,0.52281,0.47320,0.49677,3

ROUGE-1+StopWordRemoval,FNS31399,31399.TXT,0.52448,0.54633,0.53518,3

ROUGE-2+StopWordRemoval,FNS31399,31399.TXT,0.43082,0.35102,0.38685,3

ROUGE-SU4+StopWordRemoval,FNS31399,31399.TXT,0.46943,0.34937,0.40060,3

ROUGE-L+StopWordRemoval,FNS31037,31037.TXT,0.40091,0.32784,0.36071,4

ROUGE-1+StopWordRemoval,FNS31037,31037.TXT,0.50311,0.43388,0.46594,4

ROUGE-2+StopWordRemoval,FNS31037,31037.TXT,0.22065,0.19028,0.20434,4

ROUGE-SU4+StopWordRemoval,FNS31037,31037.TXT,0.31034,0.20569,0.24741,4

ROUGE-L+StopWordRemoval,FNS31950,31950.TXT,0.47564,0.38220,0.42383,5

ROUGE-1+StopWordRemoval,FNS31950,31950.TXT,0.52936,0.44917,0.48598,5

ROUGE-2+StopWordRemoval,FNS31950,31950.TXT,0.31724,0.19049,0.23804,5

ROUGE-SU4+StopWordRemoval,FNS31950,31950.TXT,0.38224,0.20708,0.26863,5

ROUGE-L+StopWordRemoval,FNS30982,30982.TXT,0.48149,0.41567,0.44617,3

ROUGE-1+StopWordRemoval,FNS30982,30982.TXT,0.58163,0.48813,0.53079,3

ROUGE-2+StopWordRemoval,FNS30982,30982.TXT,0.32019,0.23996,0.27433,3

ROUGE-SU4+StopWordRemoval,FNS30982,30982.TXT,0.40251,0.26017,0.31605,3

ROUGE-L+StopWordRemoval,FNS32248,32248.TXT,0.23388,0.24468,0.23916,3

ROUGE-1+StopWordRemoval,FNS32248,32248.TXT,0.27103,0.58545,0.37053,3

ROUGE-2+StopWordRemoval,FNS32248,32248.TXT,0.19650,0.41644,0.26701,3

ROUGE-SU4+StopWordRemoval,FNS32248,32248.TXT,0.24190,0.46085,0.31727,3

ROUGE-L+StopWordRemoval,FNS31038,31038.TXT,0.37943,0.25797,0.30713,4

ROUGE-1+StopWordRemoval,FNS31038,31038.TXT,0.45335,0.38400,0.41580,4

ROUGE-2+StopWordRemoval,FNS31038,31038.TXT,0.18470,0.11613,0.14260,4

ROUGE-SU4+StopWordRemoval,FNS31038,31038.TXT,0.26224,0.15791,0.19712,4

ROUGE-L+StopWordRemoval,FNS31831,31831.TXT,0.36745,0.41507,0.38981,4

ROUGE-1+StopWordRemoval,FNS31831,31831.TXT,0.35208,0.50624,0.41532,4

ROUGE-2+StopWordRemoval,FNS31831,31831.TXT,0.19063,0.28616,0.22882,4

ROUGE-SU4+StopWordRemoval,FNS31831,31831.TXT,0.24573,0.29089,0.26641,4

ROUGE-L+StopWordRemoval,FNS32129,32129.TXT,0.31263,0.39123,0.34754,4

ROUGE-1+StopWordRemoval,FNS32129,32129.TXT,0.40327,0.47131,0.43464,4

ROUGE-2+StopWordRemoval,FNS32129,32129.TXT,0.18103,0.23751,0.20546,4

ROUGE-SU4+StopWordRemoval,FNS32129,32129.TXT,0.28006,0.24300,0.26021,4

ROUGE-L+StopWordRemoval,FNS32480,32480.TXT,0.49584,0.30106,0.37464,4

ROUGE-1+StopWordRemoval,FNS32480,32480.TXT,0.58520,0.32224,0.41562,4

ROUGE-2+StopWordRemoval,FNS32480,32480.TXT,0.31363,0.17846,0.22748,4

ROUGE-SU4+StopWordRemoval,FNS32480,32480.TXT,0.40461,0.17823,0.24746,4

ROUGE-L+StopWordRemoval,FNS31271,31271.TXT,0.46941,0.53786,0.50131,3

ROUGE-1+StopWordRemoval,FNS31271,31271.TXT,0.54731,0.60021,0.57254,3

ROUGE-2+StopWordRemoval,FNS31271,31271.TXT,0.31399,0.37165,0.34039,3

ROUGE-SU4+StopWordRemoval,FNS31271,31271.TXT,0.37957,0.36423,0.37174,3

ROUGE-L+StopWordRemoval,FNS32482,32482.TXT,0.47332,0.43672,0.45429,3

ROUGE-1+StopWordRemoval,FNS32482,32482.TXT,0.49875,0.50052,0.49963,3

ROUGE-2+StopWordRemoval,FNS32482,32482.TXT,0.27870,0.34833,0.30965,3

ROUGE-SU4+StopWordRemoval,FNS32482,32482.TXT,0.34070,0.36293,0.35146,3

ROUGE-L+StopWordRemoval,FNS31031,31031.TXT,0.32961,0.25625,0.28834,5

ROUGE-1+StopWordRemoval,FNS31031,31031.TXT,0.43013,0.38342,0.40543,5

ROUGE-2+StopWordRemoval,FNS31031,31031.TXT,0.16460,0.10420,0.12761,5

ROUGE-SU4+StopWordRemoval,FNS31031,31031.TXT,0.26238,0.14887,0.18996,5

ROUGE-L+StopWordRemoval,FNS31274,31274.TXT,0.36707,0.32477,0.34463,3

ROUGE-1+StopWordRemoval,FNS31274,31274.TXT,0.51261,0.48344,0.49760,3

ROUGE-2+StopWordRemoval,FNS31274,31274.TXT,0.20343,0.16261,0.18074,3

ROUGE-SU4+StopWordRemoval,FNS31274,31274.TXT,0.28838,0.21144,0.24399,3

ROUGE-L+StopWordRemoval,FNS31033,31033.TXT,0.39310,0.48873,0.43573,3

ROUGE-1+StopWordRemoval,FNS31033,31033.TXT,0.36192,0.56495,0.44120,3

ROUGE-2+StopWordRemoval,FNS31033,31033.TXT,0.18528,0.30925,0.23173,3

ROUGE-SU4+StopWordRemoval,FNS31033,31033.TXT,0.27141,0.30289,0.28629,3

ROUGE-L+StopWordRemoval,FNS30866,30866.TXT,0.36133,0.41349,0.38565,4

ROUGE-1+StopWordRemoval,FNS30866,30866.TXT,0.33947,0.49033,0.40118,4

ROUGE-2+StopWordRemoval,FNS30866,30866.TXT,0.17366,0.29179,0.21773,4

ROUGE-SU4+StopWordRemoval,FNS30866,30866.TXT,0.25227,0.29648,0.27259,4

ROUGE-L+StopWordRemoval,FNS31955,31955.TXT,0.33159,0.32860,0.33009,3

ROUGE-1+StopWordRemoval,FNS31955,31955.TXT,0.48931,0.46741,0.47811,3

ROUGE-2+StopWordRemoval,FNS31955,31955.TXT,0.16132,0.12421,0.14036,3

ROUGE-SU4+StopWordRemoval,FNS31955,31955.TXT,0.26974,0.16570,0.20529,3

ROUGE-L+StopWordRemoval,FNS31834,31834.TXT,0.43057,0.32540,0.37067,3

ROUGE-1+StopWordRemoval,FNS31834,31834.TXT,0.52036,0.39140,0.44676,3

ROUGE-2+StopWordRemoval,FNS31834,31834.TXT,0.23204,0.13718,0.17243,3

ROUGE-SU4+StopWordRemoval,FNS31834,31834.TXT,0.34405,0.16265,0.22088,3

ROUGE-L+StopWordRemoval,FNS32926,32926.TXT,0.60098,0.44979,0.51451,3

ROUGE-1+StopWordRemoval,FNS32926,32926.TXT,0.62046,0.46646,0.53255,3

ROUGE-2+StopWordRemoval,FNS32926,32926.TXT,0.35994,0.28459,0.31786,3

ROUGE-SU4+StopWordRemoval,FNS32926,32926.TXT,0.47632,0.24667,0.32503,3

ROUGE-L+StopWordRemoval,FNS31959,31959.TXT,0.31575,0.23597,0.27009,4

ROUGE-1+StopWordRemoval,FNS31959,31959.TXT,0.50129,0.32225,0.39230,4

ROUGE-2+StopWordRemoval,FNS31959,31959.TXT,0.14169,0.07492,0.09802,4

ROUGE-SU4+StopWordRemoval,FNS31959,31959.TXT,0.25608,0.11391,0.15768,4

ROUGE-L+StopWordRemoval,FNS31839,31839.TXT,0.43552,0.55317,0.48735,3

ROUGE-1+StopWordRemoval,FNS31839,31839.TXT,0.41949,0.63848,0.50632,3

ROUGE-2+StopWordRemoval,FNS31839,31839.TXT,0.23172,0.31557,0.26722,3

ROUGE-SU4+StopWordRemoval,FNS31839,31839.TXT,0.30715,0.32971,0.31803,3

ROUGE-L+StopWordRemoval,FNS32809,32809.TXT,0.38285,0.53899,0.44770,3

ROUGE-1+StopWordRemoval,FNS32809,32809.TXT,0.37175,0.62334,0.46574,3

ROUGE-2+StopWordRemoval,FNS32809,32809.TXT,0.25166,0.37593,0.30149,3

ROUGE-SU4+StopWordRemoval,FNS32809,32809.TXT,0.30051,0.37011,0.33170,3

ROUGE-L+StopWordRemoval,FNS32333,32333.TXT,0.43965,0.19098,0.26629,3

ROUGE-1+StopWordRemoval,FNS32333,32333.TXT,0.42807,0.19700,0.26983,3

ROUGE-2+StopWordRemoval,FNS32333,32333.TXT,0.16047,0.05902,0.08630,3

ROUGE-SU4+StopWordRemoval,FNS32333,32333.TXT,0.24425,0.07418,0.11380,3

ROUGE-L+StopWordRemoval,FNS31005,31005.TXT,0.25765,0.32500,0.28743,5

ROUGE-1+StopWordRemoval,FNS31005,31005.TXT,0.32235,0.35447,0.33765,5

ROUGE-2+StopWordRemoval,FNS31005,31005.TXT,0.10358,0.09175,0.09730,5

ROUGE-SU4+StopWordRemoval,FNS31005,31005.TXT,0.17670,0.13215,0.15121,5

ROUGE-L+StopWordRemoval,FNS30950,30950.TXT,0.45636,0.46232,0.45932,3

ROUGE-1+StopWordRemoval,FNS30950,30950.TXT,0.48042,0.50974,0.49465,3

ROUGE-2+StopWordRemoval,FNS30950,30950.TXT,0.25464,0.34565,0.29325,3

ROUGE-SU4+StopWordRemoval,FNS30950,30950.TXT,0.32007,0.34066,0.33005,3

ROUGE-L+StopWordRemoval,FNS31127,31127.TXT,0.58490,0.46718,0.51946,3

ROUGE-1+StopWordRemoval,FNS31127,31127.TXT,0.66463,0.47591,0.55466,3

ROUGE-2+StopWordRemoval,FNS31127,31127.TXT,0.42718,0.32937,0.37195,3

ROUGE-SU4+StopWordRemoval,FNS31127,31127.TXT,0.49143,0.30192,0.37404,3

ROUGE-L+StopWordRemoval,FNS30952,30952.TXT,0.51376,0.39463,0.44638,4

ROUGE-1+StopWordRemoval,FNS30952,30952.TXT,0.62262,0.44816,0.52118,4

ROUGE-2+StopWordRemoval,FNS30952,30952.TXT,0.39754,0.23129,0.29244,4

ROUGE-SU4+StopWordRemoval,FNS30952,30952.TXT,0.46907,0.23651,0.31447,4

ROUGE-L+StopWordRemoval,FNS32217,32217.TXT,0.41412,0.24406,0.30712,4

ROUGE-1+StopWordRemoval,FNS32217,32217.TXT,0.56560,0.30837,0.39913,4

ROUGE-2+StopWordRemoval,FNS32217,32217.TXT,0.21275,0.09393,0.13033,4

ROUGE-SU4+StopWordRemoval,FNS32217,32217.TXT,0.34113,0.11481,0.17180,4

ROUGE-L+StopWordRemoval,FNS31007,31007.TXT,0.40050,0.45791,0.42729,3

ROUGE-1+StopWordRemoval,FNS31007,31007.TXT,0.39465,0.58546,0.47148,3

ROUGE-2+StopWordRemoval,FNS31007,31007.TXT,0.21697,0.27867,0.24398,3

ROUGE-SU4+StopWordRemoval,FNS31007,31007.TXT,0.28493,0.31493,0.29918,3

ROUGE-L+StopWordRemoval,FNS31008,31008.TXT,0.27611,0.39483,0.32497,3

ROUGE-1+StopWordRemoval,FNS31008,31008.TXT,0.30853,0.57220,0.40090,3

ROUGE-2+StopWordRemoval,FNS31008,31008.TXT,0.09563,0.17532,0.12375,3

ROUGE-SU4+StopWordRemoval,FNS31008,31008.TXT,0.16372,0.24465,0.19617,3

ROUGE-L+StopWordRemoval,FNS30830,30830.TXT,0.50234,0.38679,0.43706,4

ROUGE-1+StopWordRemoval,FNS30830,30830.TXT,0.53786,0.43808,0.48287,4

ROUGE-2+StopWordRemoval,FNS30830,30830.TXT,0.30774,0.25461,0.27867,4

ROUGE-SU4+StopWordRemoval,FNS30830,30830.TXT,0.38820,0.25964,0.31116,4

ROUGE-L+StopWordRemoval,FNS32693,32693.TXT,0.42219,0.35070,0.38314,5

ROUGE-1+StopWordRemoval,FNS32693,32693.TXT,0.50992,0.39071,0.44242,5

ROUGE-2+StopWordRemoval,FNS32693,32693.TXT,0.29360,0.17586,0.21996,5

ROUGE-SU4+StopWordRemoval,FNS32693,32693.TXT,0.38324,0.18572,0.25019,5

ROUGE-L+StopWordRemoval,FNS31242,31242.TXT,0.35590,0.27442,0.30989,3

ROUGE-1+StopWordRemoval,FNS31242,31242.TXT,0.44406,0.46403,0.45383,3

ROUGE-2+StopWordRemoval,FNS31242,31242.TXT,0.21427,0.18796,0.20026,3

ROUGE-SU4+StopWordRemoval,FNS31242,31242.TXT,0.29592,0.23513,0.26205,3

ROUGE-L+StopWordRemoval,FNS31363,31363.TXT,0.34380,0.49577,0.40603,3

ROUGE-1+StopWordRemoval,FNS31363,31363.TXT,0.36625,0.58656,0.45093,3

ROUGE-2+StopWordRemoval,FNS31363,31363.TXT,0.22878,0.35678,0.27879,3

ROUGE-SU4+StopWordRemoval,FNS31363,31363.TXT,0.27783,0.35680,0.31240,3

ROUGE-L+StopWordRemoval,FNS32452,32452.TXT,0.36929,0.31678,0.34103,4

ROUGE-1+StopWordRemoval,FNS32452,32452.TXT,0.43421,0.41327,0.42348,4

ROUGE-2+StopWordRemoval,FNS32452,32452.TXT,0.20247,0.13023,0.15851,4

ROUGE-SU4+StopWordRemoval,FNS32452,32452.TXT,0.27341,0.16524,0.20598,4

ROUGE-L+StopWordRemoval,FNS31484,31484.TXT,0.38253,0.38993,0.38620,4

ROUGE-1+StopWordRemoval,FNS31484,31484.TXT,0.38418,0.45322,0.41586,4

ROUGE-2+StopWordRemoval,FNS31484,31484.TXT,0.17776,0.25952,0.21100,4

ROUGE-SU4+StopWordRemoval,FNS31484,31484.TXT,0.25842,0.26960,0.26389,4

ROUGE-L+StopWordRemoval,FNS30838,30838.TXT,0.38777,0.44387,0.41393,3

ROUGE-1+StopWordRemoval,FNS30838,30838.TXT,0.50858,0.55219,0.52949,3

ROUGE-2+StopWordRemoval,FNS30838,30838.TXT,0.23735,0.22118,0.22898,3

ROUGE-SU4+StopWordRemoval,FNS30838,30838.TXT,0.34145,0.25711,0.29334,3

ROUGE-L+StopWordRemoval,FNS30954,30954.TXT,0.31804,0.27930,0.29742,3

ROUGE-1+StopWordRemoval,FNS30954,30954.TXT,0.46887,0.38706,0.42406,3

ROUGE-2+StopWordRemoval,FNS30954,30954.TXT,0.15199,0.10038,0.12090,3

ROUGE-SU4+StopWordRemoval,FNS30954,30954.TXT,0.25946,0.14012,0.18197,3

ROUGE-L+StopWordRemoval,FNS31926,31926.TXT,0.34411,0.46538,0.39567,4

ROUGE-1+StopWordRemoval,FNS31926,31926.TXT,0.37885,0.56125,0.45236,4

ROUGE-2+StopWordRemoval,FNS31926,31926.TXT,0.19908,0.28091,0.23302,4

ROUGE-SU4+StopWordRemoval,FNS31926,31926.TXT,0.25930,0.29935,0.27789,4

ROUGE-L+StopWordRemoval,FNS32343,32343.TXT,0.51901,0.49558,0.50702,4

ROUGE-1+StopWordRemoval,FNS32343,32343.TXT,0.60513,0.53978,0.57059,4

ROUGE-2+StopWordRemoval,FNS32343,32343.TXT,0.37894,0.27124,0.31617,4

ROUGE-SU4+StopWordRemoval,FNS32343,32343.TXT,0.44921,0.25459,0.32499,4

ROUGE-L+StopWordRemoval,FNS31254,31254.TXT,0.38811,0.45895,0.42057,4

ROUGE-1+StopWordRemoval,FNS31254,31254.TXT,0.42356,0.54466,0.47654,4

ROUGE-2+StopWordRemoval,FNS31254,31254.TXT,0.23471,0.30270,0.26440,4

ROUGE-SU4+StopWordRemoval,FNS31254,31254.TXT,0.31482,0.31220,0.31351,4

ROUGE-L+StopWordRemoval,FNS31012,31012.TXT,0.41776,0.54526,0.47307,3

ROUGE-1+StopWordRemoval,FNS31012,31012.TXT,0.47257,0.58158,0.52144,3

ROUGE-2+StopWordRemoval,FNS31012,31012.TXT,0.27625,0.37642,0.31865,3

ROUGE-SU4+StopWordRemoval,FNS31012,31012.TXT,0.34849,0.36817,0.35806,3

ROUGE-L+StopWordRemoval,FNS31013,31013.TXT,0.48743,0.47592,0.48161,3

ROUGE-1+StopWordRemoval,FNS31013,31013.TXT,0.54255,0.50483,0.52301,3

ROUGE-2+StopWordRemoval,FNS31013,31013.TXT,0.30970,0.30896,0.30933,3

ROUGE-SU4+StopWordRemoval,FNS31013,31013.TXT,0.38810,0.28942,0.33157,3

ROUGE-L+StopWordRemoval,FNS32223,32223.TXT,0.45156,0.61520,0.52083,3

ROUGE-1+StopWordRemoval,FNS32223,32223.TXT,0.45773,0.73017,0.56271,3

ROUGE-2+StopWordRemoval,FNS32223,32223.TXT,0.29896,0.41473,0.34745,3

ROUGE-SU4+StopWordRemoval,FNS32223,32223.TXT,0.35072,0.39710,0.37247,3

ROUGE-L+StopWordRemoval,FNS31014,31014.TXT,0.44844,0.45884,0.45358,3

ROUGE-1+StopWordRemoval,FNS31014,31014.TXT,0.42582,0.53306,0.47344,3

ROUGE-2+StopWordRemoval,FNS31014,31014.TXT,0.28617,0.34250,0.31181,3

ROUGE-SU4+StopWordRemoval,FNS31014,31014.TXT,0.34391,0.33931,0.34160,3

ROUGE-L+StopWordRemoval,FNS32345,32345.TXT,0.31364,0.45661,0.37185,4

ROUGE-1+StopWordRemoval,FNS32345,32345.TXT,0.37676,0.53905,0.44353,4

ROUGE-2+StopWordRemoval,FNS32345,32345.TXT,0.15590,0.25498,0.19349,4

ROUGE-SU4+StopWordRemoval,FNS32345,32345.TXT,0.24607,0.27096,0.25791,4

ROUGE-L+StopWordRemoval,FNS31015,31015.TXT,0.39180,0.39692,0.39435,4

ROUGE-1+StopWordRemoval,FNS31015,31015.TXT,0.41003,0.47245,0.43903,4

ROUGE-2+StopWordRemoval,FNS31015,31015.TXT,0.18281,0.27834,0.22068,4

ROUGE-SU4+StopWordRemoval,FNS31015,31015.TXT,0.26439,0.28830,0.27583,4

ROUGE-L+StopWordRemoval,FNS30960,30960.TXT,0.50250,0.54134,0.52120,3

ROUGE-1+StopWordRemoval,FNS30960,30960.TXT,0.59154,0.62444,0.60754,3

ROUGE-2+StopWordRemoval,FNS30960,30960.TXT,0.34073,0.35793,0.34912,3

ROUGE-SU4+StopWordRemoval,FNS30960,30960.TXT,0.42750,0.35026,0.38505,3

ROUGE-L+StopWordRemoval,FNS30962,30962.TXT,0.38099,0.41142,0.39562,3

ROUGE-1+StopWordRemoval,FNS30962,30962.TXT,0.44811,0.42636,0.43697,3

ROUGE-2+StopWordRemoval,FNS30962,30962.TXT,0.18255,0.25498,0.21277,3

ROUGE-SU4+StopWordRemoval,FNS30962,30962.TXT,0.30331,0.23867,0.26713,3

ROUGE-L+StopWordRemoval,FNS32349,32349.TXT,0.51467,0.38889,0.44302,4

ROUGE-1+StopWordRemoval,FNS32349,32349.TXT,0.55765,0.44132,0.49271,4

ROUGE-2+StopWordRemoval,FNS32349,32349.TXT,0.36606,0.26180,0.30527,4

ROUGE-SU4+StopWordRemoval,FNS32349,32349.TXT,0.44621,0.25881,0.32760,4

ROUGE-L+StopWordRemoval,FNS32107,32107.TXT,0.43420,0.57937,0.49639,3

ROUGE-1+StopWordRemoval,FNS32107,32107.TXT,0.46262,0.63774,0.53624,3

ROUGE-2+StopWordRemoval,FNS32107,32107.TXT,0.29887,0.30369,0.30126,3

ROUGE-SU4+StopWordRemoval,FNS32107,32107.TXT,0.35638,0.29669,0.32381,3

ROUGE-L+StopWordRemoval,FNS31811,31811.TXT,0.46796,0.38768,0.42406,4

ROUGE-1+StopWordRemoval,FNS31811,31811.TXT,0.54465,0.39042,0.45481,4

ROUGE-2+StopWordRemoval,FNS31811,31811.TXT,0.27534,0.21378,0.24068,4

ROUGE-SU4+StopWordRemoval,FNS31811,31811.TXT,0.36077,0.19990,0.25725,4

ROUGE-L+StopWordRemoval,FNS32229,32229.TXT,0.47618,0.38642,0.42663,4

ROUGE-1+StopWordRemoval,FNS32229,32229.TXT,0.49758,0.44838,0.47170,4

ROUGE-2+StopWordRemoval,FNS32229,32229.TXT,0.27984,0.27330,0.27653,4

ROUGE-SU4+StopWordRemoval,FNS32229,32229.TXT,0.33979,0.27069,0.30133,4

ROUGE-L+StopWordRemoval,FNS30841,30841.TXT,0.42909,0.43735,0.43318,4

ROUGE-1+StopWordRemoval,FNS30841,30841.TXT,0.40582,0.52869,0.45917,4

ROUGE-2+StopWordRemoval,FNS30841,30841.TXT,0.20922,0.27103,0.23615,4

ROUGE-SU4+StopWordRemoval,FNS30841,30841.TXT,0.28648,0.26530,0.27548,4

ROUGE-L+StopWordRemoval,FNS31492,31492.TXT,0.36947,0.39340,0.38106,4

ROUGE-1+StopWordRemoval,FNS31492,31492.TXT,0.39325,0.45621,0.42240,4

ROUGE-2+StopWordRemoval,FNS31492,31492.TXT,0.17055,0.25372,0.20398,4

ROUGE-SU4+StopWordRemoval,FNS31492,31492.TXT,0.25315,0.26787,0.26030,4

ROUGE-L+StopWordRemoval,FNS32340,32340.TXT,0.38034,0.54657,0.44855,3

ROUGE-1+StopWordRemoval,FNS32340,32340.TXT,0.33718,0.65119,0.44430,3

ROUGE-2+StopWordRemoval,FNS32340,32340.TXT,0.18354,0.36501,0.24426,3

ROUGE-SU4+StopWordRemoval,FNS32340,32340.TXT,0.24330,0.36705,0.29263,3

ROUGE-L+StopWordRemoval,FNS32220,32220.TXT,0.49667,0.47293,0.48451,3

ROUGE-1+StopWordRemoval,FNS32220,32220.TXT,0.50562,0.54478,0.52447,3

ROUGE-2+StopWordRemoval,FNS32220,32220.TXT,0.34414,0.33771,0.34090,3

ROUGE-SU4+StopWordRemoval,FNS32220,32220.TXT,0.41001,0.31727,0.35773,3

ROUGE-L+StopWordRemoval,FNS32583,32583.TXT,0.37883,0.51318,0.43589,3

ROUGE-1+StopWordRemoval,FNS32583,32583.TXT,0.46242,0.57265,0.51166,3

ROUGE-2+StopWordRemoval,FNS32583,32583.TXT,0.24162,0.36788,0.29167,3

ROUGE-SU4+StopWordRemoval,FNS32583,32583.TXT,0.30915,0.36884,0.33636,3

ROUGE-L+StopWordRemoval,FNS30849,30849.TXT,0.39039,0.32464,0.35449,4

ROUGE-1+StopWordRemoval,FNS30849,30849.TXT,0.42926,0.40976,0.41929,4

ROUGE-2+StopWordRemoval,FNS30849,30849.TXT,0.18516,0.15072,0.16617,4

ROUGE-SU4+StopWordRemoval,FNS30849,30849.TXT,0.26225,0.17480,0.20977,4

ROUGE-L+StopWordRemoval,FNS30965,30965.TXT,0.35738,0.38219,0.36937,5

ROUGE-1+StopWordRemoval,FNS30965,30965.TXT,0.42187,0.50820,0.46103,5

ROUGE-2+StopWordRemoval,FNS30965,30965.TXT,0.15439,0.16964,0.16165,5

ROUGE-SU4+StopWordRemoval,FNS30965,30965.TXT,0.25389,0.20887,0.22919,5

ROUGE-L+StopWordRemoval,FNS30966,30966.TXT,0.29857,0.44691,0.35798,3

ROUGE-1+StopWordRemoval,FNS30966,30966.TXT,0.41672,0.52733,0.46554,3

ROUGE-2+StopWordRemoval,FNS30966,30966.TXT,0.16327,0.34144,0.22091,3

ROUGE-SU4+StopWordRemoval,FNS30966,30966.TXT,0.23312,0.35565,0.28163,3

ROUGE-L+StopWordRemoval,FNS30967,30967.TXT,0.47536,0.51574,0.49473,3

