ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2+StopWordRemoval,FNS31022,31022.TXT,0.05193,0.11013,0.07058,3

ROUGE-SU4+StopWordRemoval,FNS31022,31022.TXT,0.10340,0.19183,0.13437,3

ROUGE-L+StopWordRemoval,FNS30858,30858.TXT,0.33515,0.28316,0.30697,4

ROUGE-1+StopWordRemoval,FNS30858,30858.TXT,0.36146,0.41165,0.38493,4

ROUGE-2+StopWordRemoval,FNS30858,30858.TXT,0.10950,0.14220,0.12373,4

ROUGE-SU4+StopWordRemoval,FNS30858,30858.TXT,0.20020,0.18525,0.19244,4

ROUGE-L+StopWordRemoval,FNS30856,30856.TXT,0.33680,0.38142,0.35772,3

ROUGE-1+StopWordRemoval,FNS30856,30856.TXT,0.37968,0.44925,0.41155,3

ROUGE-2+StopWordRemoval,FNS30856,30856.TXT,0.17230,0.16789,0.17007,3

ROUGE-SU4+StopWordRemoval,FNS30856,30856.TXT,0.23618,0.20946,0.22202,3

ROUGE-L+StopWordRemoval,FNS30855,30855.TXT,0.30053,0.35016,0.32345,3

ROUGE-1+StopWordRemoval,FNS30855,30855.TXT,0.31354,0.49900,0.38511,3

ROUGE-2+StopWordRemoval,FNS30855,30855.TXT,0.08865,0.11501,0.10012,3

ROUGE-SU4+StopWordRemoval,FNS30855,30855.TXT,0.16208,0.18521,0.17288,3

ROUGE-L+StopWordRemoval,FNS31824,31824.TXT,0.45866,0.37200,0.41081,3

ROUGE-1+StopWordRemoval,FNS31824,31824.TXT,0.53554,0.44650,0.48698,3

ROUGE-2+StopWordRemoval,FNS31824,31824.TXT,0.26350,0.21492,0.23674,3

ROUGE-SU4+StopWordRemoval,FNS31824,31824.TXT,0.35169,0.22508,0.27449,3

ROUGE-L+StopWordRemoval,FNS31705,31705.TXT,0.53713,0.34693,0.42157,4

ROUGE-1+StopWordRemoval,FNS31705,31705.TXT,0.60925,0.39866,0.48195,4

ROUGE-2+StopWordRemoval,FNS31705,31705.TXT,0.35143,0.19824,0.25349,4

ROUGE-SU4+StopWordRemoval,FNS31705,31705.TXT,0.45679,0.18389,0.26221,4

ROUGE-L+StopWordRemoval,FNS31948,31948.TXT,0.37470,0.34053,0.35680,3

ROUGE-1+StopWordRemoval,FNS31948,31948.TXT,0.39578,0.46426,0.42729,3

ROUGE-2+StopWordRemoval,FNS31948,31948.TXT,0.14853,0.19241,0.16765,3

ROUGE-SU4+StopWordRemoval,FNS31948,31948.TXT,0.23427,0.21893,0.22634,3

ROUGE-L+StopWordRemoval,FNS31828,31828.TXT,0.35007,0.27279,0.30664,3

ROUGE-1+StopWordRemoval,FNS31828,31828.TXT,0.41372,0.39959,0.40653,3

ROUGE-2+StopWordRemoval,FNS31828,31828.TXT,0.15228,0.14992,0.15109,3

ROUGE-SU4+StopWordRemoval,FNS31828,31828.TXT,0.23679,0.18022,0.20466,3

ROUGE-L+StopWordRemoval,FNS31034,31034.TXT,0.43211,0.41215,0.42189,3

ROUGE-1+StopWordRemoval,FNS31034,31034.TXT,0.46048,0.53005,0.49282,3

ROUGE-2+StopWordRemoval,FNS31034,31034.TXT,0.23167,0.23863,0.23510,3

ROUGE-SU4+StopWordRemoval,FNS31034,31034.TXT,0.30006,0.25599,0.27628,3

ROUGE-L+StopWordRemoval,FNS31277,31277.TXT,0.39875,0.40758,0.40311,3

ROUGE-1+StopWordRemoval,FNS31277,31277.TXT,0.47992,0.57635,0.52373,3

ROUGE-2+StopWordRemoval,FNS31277,31277.TXT,0.21321,0.22981,0.22120,3

ROUGE-SU4+StopWordRemoval,FNS31277,31277.TXT,0.31109,0.26383,0.28552,3

ROUGE-L+StopWordRemoval,FNS32004,32004.TXT,0.45103,0.37406,0.40896,4

ROUGE-1+StopWordRemoval,FNS32004,32004.TXT,0.51960,0.50614,0.51278,4

ROUGE-2+StopWordRemoval,FNS32004,32004.TXT,0.29313,0.27507,0.28381,4

ROUGE-SU4+StopWordRemoval,FNS32004,32004.TXT,0.36337,0.27096,0.31044,4

ROUGE-L+StopWordRemoval,FNS31036,31036.TXT,0.32119,0.35216,0.33596,3

ROUGE-1+StopWordRemoval,FNS31036,31036.TXT,0.38528,0.51353,0.44025,3

ROUGE-2+StopWordRemoval,FNS31036,31036.TXT,0.13365,0.16049,0.14585,3

ROUGE-SU4+StopWordRemoval,FNS31036,31036.TXT,0.22664,0.19760,0.21112,3

ROUGE-L+StopWordRemoval,FNS31399,31399.TXT,0.37241,0.37403,0.37321,3

ROUGE-1+StopWordRemoval,FNS31399,31399.TXT,0.41995,0.48206,0.44887,3

ROUGE-2+StopWordRemoval,FNS31399,31399.TXT,0.19216,0.24318,0.21468,3

ROUGE-SU4+StopWordRemoval,FNS31399,31399.TXT,0.31886,0.27019,0.29252,3

ROUGE-L+StopWordRemoval,FNS31037,31037.TXT,0.50218,0.34671,0.41021,4

ROUGE-1+StopWordRemoval,FNS31037,31037.TXT,0.55464,0.44303,0.49259,4

ROUGE-2+StopWordRemoval,FNS31037,31037.TXT,0.34193,0.21510,0.26408,4

ROUGE-SU4+StopWordRemoval,FNS31037,31037.TXT,0.41178,0.22492,0.29093,4

ROUGE-L+StopWordRemoval,FNS31950,31950.TXT,0.40345,0.33642,0.36690,5

ROUGE-1+StopWordRemoval,FNS31950,31950.TXT,0.44652,0.42898,0.43757,5

ROUGE-2+StopWordRemoval,FNS31950,31950.TXT,0.18215,0.17850,0.18030,5

ROUGE-SU4+StopWordRemoval,FNS31950,31950.TXT,0.27776,0.20601,0.23656,5

ROUGE-L+StopWordRemoval,FNS30982,30982.TXT,0.58884,0.47991,0.52882,3

ROUGE-1+StopWordRemoval,FNS30982,30982.TXT,0.63932,0.52920,0.57907,3

ROUGE-2+StopWordRemoval,FNS30982,30982.TXT,0.42428,0.30762,0.35665,3

ROUGE-SU4+StopWordRemoval,FNS30982,30982.TXT,0.49293,0.31167,0.38188,3

ROUGE-L+StopWordRemoval,FNS32248,32248.TXT,0.25257,0.10717,0.15048,3

ROUGE-1+StopWordRemoval,FNS32248,32248.TXT,0.28262,0.28025,0.28143,3

ROUGE-2+StopWordRemoval,FNS32248,32248.TXT,0.14596,0.13811,0.14193,3

ROUGE-SU4+StopWordRemoval,FNS32248,32248.TXT,0.17734,0.14622,0.16028,3

ROUGE-L+StopWordRemoval,FNS31038,31038.TXT,0.41549,0.29167,0.34274,4

ROUGE-1+StopWordRemoval,FNS31038,31038.TXT,0.44201,0.39071,0.41478,4

ROUGE-2+StopWordRemoval,FNS31038,31038.TXT,0.18992,0.16993,0.17937,4

ROUGE-SU4+StopWordRemoval,FNS31038,31038.TXT,0.27527,0.19460,0.22801,4

ROUGE-L+StopWordRemoval,FNS31831,31831.TXT,0.28303,0.31800,0.29950,4

ROUGE-1+StopWordRemoval,FNS31831,31831.TXT,0.29835,0.40523,0.34367,4

ROUGE-2+StopWordRemoval,FNS31831,31831.TXT,0.09727,0.12308,0.10866,4

ROUGE-SU4+StopWordRemoval,FNS31831,31831.TXT,0.16375,0.16622,0.16498,4

ROUGE-L+StopWordRemoval,FNS32129,32129.TXT,0.28042,0.18979,0.22637,4

ROUGE-1+StopWordRemoval,FNS32129,32129.TXT,0.29492,0.33883,0.31535,4

ROUGE-2+StopWordRemoval,FNS32129,32129.TXT,0.09468,0.07931,0.08632,4

ROUGE-SU4+StopWordRemoval,FNS32129,32129.TXT,0.17926,0.12150,0.14483,4

ROUGE-L+StopWordRemoval,FNS32480,32480.TXT,0.36501,0.17571,0.23722,4

ROUGE-1+StopWordRemoval,FNS32480,32480.TXT,0.51686,0.23696,0.32495,4

ROUGE-2+StopWordRemoval,FNS32480,32480.TXT,0.13786,0.04669,0.06975,4

ROUGE-SU4+StopWordRemoval,FNS32480,32480.TXT,0.26630,0.08020,0.12328,4

ROUGE-L+StopWordRemoval,FNS31271,31271.TXT,0.52558,0.52895,0.52726,3

ROUGE-1+StopWordRemoval,FNS31271,31271.TXT,0.56121,0.59446,0.57735,3

ROUGE-2+StopWordRemoval,FNS31271,31271.TXT,0.31934,0.34772,0.33293,3

ROUGE-SU4+StopWordRemoval,FNS31271,31271.TXT,0.39243,0.34973,0.36985,3

ROUGE-L+StopWordRemoval,FNS32482,32482.TXT,0.40376,0.30015,0.34433,3

ROUGE-1+StopWordRemoval,FNS32482,32482.TXT,0.51775,0.44433,0.47824,3

ROUGE-2+StopWordRemoval,FNS32482,32482.TXT,0.23978,0.21954,0.22922,3

ROUGE-SU4+StopWordRemoval,FNS32482,32482.TXT,0.30480,0.25461,0.27745,3

ROUGE-L+StopWordRemoval,FNS31031,31031.TXT,0.38896,0.28763,0.33070,5

ROUGE-1+StopWordRemoval,FNS31031,31031.TXT,0.46042,0.42324,0.44105,5

ROUGE-2+StopWordRemoval,FNS31031,31031.TXT,0.21265,0.14714,0.17393,5

ROUGE-SU4+StopWordRemoval,FNS31031,31031.TXT,0.30198,0.17998,0.22554,5

ROUGE-L+StopWordRemoval,FNS31274,31274.TXT,0.41877,0.42956,0.42410,3

ROUGE-1+StopWordRemoval,FNS31274,31274.TXT,0.51443,0.51800,0.51621,3

ROUGE-2+StopWordRemoval,FNS31274,31274.TXT,0.24340,0.27407,0.25783,3

ROUGE-SU4+StopWordRemoval,FNS31274,31274.TXT,0.32153,0.28972,0.30480,3

ROUGE-L+StopWordRemoval,FNS31033,31033.TXT,0.32838,0.28285,0.30392,3

ROUGE-1+StopWordRemoval,FNS31033,31033.TXT,0.31735,0.44186,0.36939,3

ROUGE-2+StopWordRemoval,FNS31033,31033.TXT,0.08605,0.09042,0.08818,3

ROUGE-SU4+StopWordRemoval,FNS31033,31033.TXT,0.18874,0.15535,0.17043,3

ROUGE-L+StopWordRemoval,FNS30866,30866.TXT,0.36106,0.32401,0.34153,4

ROUGE-1+StopWordRemoval,FNS30866,30866.TXT,0.35183,0.45402,0.39644,4

ROUGE-2+StopWordRemoval,FNS30866,30866.TXT,0.16550,0.21429,0.18676,4

ROUGE-SU4+StopWordRemoval,FNS30866,30866.TXT,0.24480,0.23651,0.24058,4

ROUGE-L+StopWordRemoval,FNS31955,31955.TXT,0.24491,0.21588,0.22948,3

ROUGE-1+StopWordRemoval,FNS31955,31955.TXT,0.30530,0.34652,0.32461,3

ROUGE-2+StopWordRemoval,FNS31955,31955.TXT,0.05554,0.04827,0.05165,3

ROUGE-SU4+StopWordRemoval,FNS31955,31955.TXT,0.14891,0.10798,0.12519,3

ROUGE-L+StopWordRemoval,FNS31834,31834.TXT,0.39861,0.29921,0.34183,3

ROUGE-1+StopWordRemoval,FNS31834,31834.TXT,0.50299,0.32940,0.39809,3

ROUGE-2+StopWordRemoval,FNS31834,31834.TXT,0.18919,0.09739,0.12858,3

ROUGE-SU4+StopWordRemoval,FNS31834,31834.TXT,0.31389,0.12889,0.18274,3

ROUGE-L+StopWordRemoval,FNS32926,32926.TXT,0.64454,0.45610,0.53419,3

ROUGE-1+StopWordRemoval,FNS32926,32926.TXT,0.63225,0.46667,0.53698,3

ROUGE-2+StopWordRemoval,FNS32926,32926.TXT,0.39288,0.30080,0.34072,3

ROUGE-SU4+StopWordRemoval,FNS32926,32926.TXT,0.50038,0.25969,0.34192,3

ROUGE-L+StopWordRemoval,FNS31959,31959.TXT,0.57346,0.37982,0.45697,4

ROUGE-1+StopWordRemoval,FNS31959,31959.TXT,0.66725,0.41717,0.51338,4

ROUGE-2+StopWordRemoval,FNS31959,31959.TXT,0.39096,0.19934,0.26405,4

ROUGE-SU4+StopWordRemoval,FNS31959,31959.TXT,0.48562,0.20706,0.29033,4

ROUGE-L+StopWordRemoval,FNS31839,31839.TXT,0.33935,0.34203,0.34069,3

ROUGE-1+StopWordRemoval,FNS31839,31839.TXT,0.34629,0.49661,0.40805,3

ROUGE-2+StopWordRemoval,FNS31839,31839.TXT,0.12275,0.15392,0.13658,3

ROUGE-SU4+StopWordRemoval,FNS31839,31839.TXT,0.20518,0.20537,0.20528,3

ROUGE-L+StopWordRemoval,FNS32809,32809.TXT,0.29177,0.36552,0.32451,3

ROUGE-1+StopWordRemoval,FNS32809,32809.TXT,0.33774,0.49117,0.40026,3

ROUGE-2+StopWordRemoval,FNS32809,32809.TXT,0.13770,0.18053,0.15623,3

ROUGE-SU4+StopWordRemoval,FNS32809,32809.TXT,0.20741,0.22074,0.21387,3

ROUGE-L+StopWordRemoval,FNS32333,32333.TXT,0.38629,0.11954,0.18257,3

ROUGE-1+StopWordRemoval,FNS32333,32333.TXT,0.48534,0.20635,0.28958,3

ROUGE-2+StopWordRemoval,FNS32333,32333.TXT,0.13863,0.04734,0.07057,3

ROUGE-SU4+StopWordRemoval,FNS32333,32333.TXT,0.26670,0.07389,0.11572,3

ROUGE-L+StopWordRemoval,FNS31005,31005.TXT,0.26872,0.25418,0.26124,5

ROUGE-1+StopWordRemoval,FNS31005,31005.TXT,0.30231,0.42124,0.35200,5

ROUGE-2+StopWordRemoval,FNS31005,31005.TXT,0.08323,0.09534,0.08887,5

ROUGE-SU4+StopWordRemoval,FNS31005,31005.TXT,0.16036,0.15593,0.15812,5

ROUGE-L+StopWordRemoval,FNS30950,30950.TXT,0.40360,0.38551,0.39434,3

ROUGE-1+StopWordRemoval,FNS30950,30950.TXT,0.43263,0.46556,0.44849,3

ROUGE-2+StopWordRemoval,FNS30950,30950.TXT,0.19733,0.27404,0.22945,3

ROUGE-SU4+StopWordRemoval,FNS30950,30950.TXT,0.26965,0.28613,0.27765,3

ROUGE-L+StopWordRemoval,FNS31127,31127.TXT,0.54304,0.43605,0.48370,3

ROUGE-1+StopWordRemoval,FNS31127,31127.TXT,0.62594,0.42964,0.50954,3

ROUGE-2+StopWordRemoval,FNS31127,31127.TXT,0.39208,0.23017,0.29006,3

ROUGE-SU4+StopWordRemoval,FNS31127,31127.TXT,0.47611,0.23704,0.31650,3

ROUGE-L+StopWordRemoval,FNS30952,30952.TXT,0.39961,0.30119,0.34349,4

ROUGE-1+StopWordRemoval,FNS30952,30952.TXT,0.50862,0.38206,0.43635,4

ROUGE-2+StopWordRemoval,FNS30952,30952.TXT,0.21774,0.15161,0.17876,4

ROUGE-SU4+StopWordRemoval,FNS30952,30952.TXT,0.30618,0.17212,0.22036,4

ROUGE-L+StopWordRemoval,FNS32217,32217.TXT,0.33189,0.17167,0.22629,4

ROUGE-1+StopWordRemoval,FNS32217,32217.TXT,0.42440,0.25419,0.31795,4

ROUGE-2+StopWordRemoval,FNS32217,32217.TXT,0.11226,0.05168,0.07078,4

ROUGE-SU4+StopWordRemoval,FNS32217,32217.TXT,0.23396,0.08319,0.12274,4

ROUGE-L+StopWordRemoval,FNS31007,31007.TXT,0.38269,0.45963,0.41765,3

ROUGE-1+StopWordRemoval,FNS31007,31007.TXT,0.38993,0.57426,0.46448,3

ROUGE-2+StopWordRemoval,FNS31007,31007.TXT,0.17711,0.30676,0.22457,3

ROUGE-SU4+StopWordRemoval,FNS31007,31007.TXT,0.25787,0.33266,0.29053,3

ROUGE-L+StopWordRemoval,FNS31008,31008.TXT,0.28308,0.35866,0.31642,3

ROUGE-1+StopWordRemoval,FNS31008,31008.TXT,0.32838,0.51919,0.40231,3

ROUGE-2+StopWordRemoval,FNS31008,31008.TXT,0.07580,0.10655,0.08858,3

ROUGE-SU4+StopWordRemoval,FNS31008,31008.TXT,0.15651,0.18910,0.17127,3

ROUGE-L+StopWordRemoval,FNS30830,30830.TXT,0.30994,0.20995,0.25033,4

ROUGE-1+StopWordRemoval,FNS30830,30830.TXT,0.47882,0.30337,0.37142,4

ROUGE-2+StopWordRemoval,FNS30830,30830.TXT,0.12572,0.06360,0.08447,4

ROUGE-SU4+StopWordRemoval,FNS30830,30830.TXT,0.24555,0.10949,0.15145,4

ROUGE-L+StopWordRemoval,FNS32693,32693.TXT,0.30309,0.17331,0.22052,5

ROUGE-1+StopWordRemoval,FNS32693,32693.TXT,0.44124,0.29970,0.35695,5

ROUGE-2+StopWordRemoval,FNS32693,32693.TXT,0.13999,0.06864,0.09211,5

ROUGE-SU4+StopWordRemoval,FNS32693,32693.TXT,0.24920,0.10717,0.14988,5

ROUGE-L+StopWordRemoval,FNS31242,31242.TXT,0.37832,0.27350,0.31748,3

ROUGE-1+StopWordRemoval,FNS31242,31242.TXT,0.41793,0.43697,0.42724,3

ROUGE-2+StopWordRemoval,FNS31242,31242.TXT,0.19935,0.16803,0.18235,3

ROUGE-SU4+StopWordRemoval,FNS31242,31242.TXT,0.27294,0.21382,0.23979,3

ROUGE-L+StopWordRemoval,FNS31363,31363.TXT,0.34215,0.43888,0.38453,3

ROUGE-1+StopWordRemoval,FNS31363,31363.TXT,0.35227,0.56789,0.43481,3

ROUGE-2+StopWordRemoval,FNS31363,31363.TXT,0.17750,0.27987,0.21723,3

ROUGE-SU4+StopWordRemoval,FNS31363,31363.TXT,0.23625,0.30206,0.26514,3

ROUGE-L+StopWordRemoval,FNS32452,32452.TXT,0.34992,0.31687,0.33258,4

ROUGE-1+StopWordRemoval,FNS32452,32452.TXT,0.39195,0.43063,0.41038,4

ROUGE-2+StopWordRemoval,FNS32452,32452.TXT,0.16400,0.17702,0.17026,4

ROUGE-SU4+StopWordRemoval,FNS32452,32452.TXT,0.24679,0.21264,0.22845,4

ROUGE-L+StopWordRemoval,FNS31484,31484.TXT,0.47159,0.21837,0.29852,4

ROUGE-1+StopWordRemoval,FNS31484,31484.TXT,0.40439,0.32854,0.36254,4

ROUGE-2+StopWordRemoval,FNS31484,31484.TXT,0.10864,0.06496,0.08131,4

ROUGE-SU4+StopWordRemoval,FNS31484,31484.TXT,0.22888,0.11984,0.15731,4

ROUGE-L+StopWordRemoval,FNS30838,30838.TXT,0.46726,0.48035,0.47371,3

ROUGE-1+StopWordRemoval,FNS30838,30838.TXT,0.56732,0.60314,0.58468,3

ROUGE-2+StopWordRemoval,FNS30838,30838.TXT,0.31034,0.29016,0.29991,3

ROUGE-SU4+StopWordRemoval,FNS30838,30838.TXT,0.39826,0.29876,0.34141,3

ROUGE-L+StopWordRemoval,FNS30954,30954.TXT,0.32203,0.22907,0.26771,3

ROUGE-1+StopWordRemoval,FNS30954,30954.TXT,0.48539,0.39206,0.43376,3

ROUGE-2+StopWordRemoval,FNS30954,30954.TXT,0.12110,0.08079,0.09692,3

ROUGE-SU4+StopWordRemoval,FNS30954,30954.TXT,0.24490,0.13123,0.17089,3

ROUGE-L+StopWordRemoval,FNS31926,31926.TXT,0.22334,0.29117,0.25279,4

ROUGE-1+StopWordRemoval,FNS31926,31926.TXT,0.28034,0.47034,0.35129,4

ROUGE-2+StopWordRemoval,FNS31926,31926.TXT,0.08003,0.13971,0.10177,4

ROUGE-SU4+StopWordRemoval,FNS31926,31926.TXT,0.15095,0.19921,0.17175,4

ROUGE-L+StopWordRemoval,FNS32343,32343.TXT,0.32692,0.29012,0.30743,4

ROUGE-1+StopWordRemoval,FNS32343,32343.TXT,0.33959,0.38418,0.36051,4

ROUGE-2+StopWordRemoval,FNS32343,32343.TXT,0.11018,0.13523,0.12143,4

ROUGE-SU4+StopWordRemoval,FNS32343,32343.TXT,0.20086,0.16407,0.18061,4

ROUGE-L+StopWordRemoval,FNS31254,31254.TXT,0.29158,0.26193,0.27596,4

ROUGE-1+StopWordRemoval,FNS31254,31254.TXT,0.37681,0.44861,0.40959,4

ROUGE-2+StopWordRemoval,FNS31254,31254.TXT,0.11783,0.11531,0.11655,4

ROUGE-SU4+StopWordRemoval,FNS31254,31254.TXT,0.21094,0.17458,0.19104,4

ROUGE-L+StopWordRemoval,FNS31012,31012.TXT,0.35608,0.28041,0.31375,3

ROUGE-1+StopWordRemoval,FNS31012,31012.TXT,0.39368,0.44353,0.41712,3

ROUGE-2+StopWordRemoval,FNS31012,31012.TXT,0.13733,0.16291,0.14903,3

ROUGE-SU4+StopWordRemoval,FNS31012,31012.TXT,0.23093,0.20506,0.21723,3

ROUGE-L+StopWordRemoval,FNS31013,31013.TXT,0.40056,0.27110,0.32336,3

ROUGE-1+StopWordRemoval,FNS31013,31013.TXT,0.41670,0.33941,0.37410,3

ROUGE-2+StopWordRemoval,FNS31013,31013.TXT,0.15408,0.12462,0.13779,3

ROUGE-SU4+StopWordRemoval,FNS31013,31013.TXT,0.24444,0.14598,0.18279,3

ROUGE-L+StopWordRemoval,FNS32223,32223.TXT,0.39459,0.44082,0.41643,3

ROUGE-1+StopWordRemoval,FNS32223,32223.TXT,0.40584,0.63232,0.49438,3

ROUGE-2+StopWordRemoval,FNS32223,32223.TXT,0.22092,0.27503,0.24502,3

ROUGE-SU4+StopWordRemoval,FNS32223,32223.TXT,0.29071,0.30439,0.29739,3

ROUGE-L+StopWordRemoval,FNS31014,31014.TXT,0.38996,0.31011,0.34548,3

ROUGE-1+StopWordRemoval,FNS31014,31014.TXT,0.41602,0.42336,0.41966,3

ROUGE-2+StopWordRemoval,FNS31014,31014.TXT,0.19576,0.16482,0.17896,3

ROUGE-SU4+StopWordRemoval,FNS31014,31014.TXT,0.29199,0.19832,0.23621,3

ROUGE-L+StopWordRemoval,FNS32345,32345.TXT,0.23311,0.24400,0.23843,4

ROUGE-1+StopWordRemoval,FNS32345,32345.TXT,0.31333,0.41821,0.35825,4

ROUGE-2+StopWordRemoval,FNS32345,32345.TXT,0.07006,0.07806,0.07384,4

ROUGE-SU4+StopWordRemoval,FNS32345,32345.TXT,0.16314,0.14377,0.15284,4

ROUGE-L+StopWordRemoval,FNS31015,31015.TXT,0.33273,0.32672,0.32969,4

ROUGE-1+StopWordRemoval,FNS31015,31015.TXT,0.34200,0.41897,0.37659,4

ROUGE-2+StopWordRemoval,FNS31015,31015.TXT,0.10646,0.20368,0.13983,4

ROUGE-SU4+StopWordRemoval,FNS31015,31015.TXT,0.18644,0.22853,0.20535,4

ROUGE-L+StopWordRemoval,FNS30960,30960.TXT,0.52036,0.47701,0.49774,3

ROUGE-1+StopWordRemoval,FNS30960,30960.TXT,0.57496,0.57328,0.57412,3

ROUGE-2+StopWordRemoval,FNS30960,30960.TXT,0.33237,0.26611,0.29557,3

ROUGE-SU4+StopWordRemoval,FNS30960,30960.TXT,0.41291,0.28216,0.33524,3

ROUGE-L+StopWordRemoval,FNS30962,30962.TXT,0.37503,0.26479,0.31041,3

ROUGE-1+StopWordRemoval,FNS30962,30962.TXT,0.46998,0.35245,0.40282,3

ROUGE-2+StopWordRemoval,FNS30962,30962.TXT,0.14998,0.09567,0.11682,3

ROUGE-SU4+StopWordRemoval,FNS30962,30962.TXT,0.29211,0.13690,0.18642,3

ROUGE-L+StopWordRemoval,FNS32349,32349.TXT,0.31868,0.17686,0.22747,4

ROUGE-1+StopWordRemoval,FNS32349,32349.TXT,0.41923,0.30481,0.35298,4

ROUGE-2+StopWordRemoval,FNS32349,32349.TXT,0.12340,0.06541,0.08550,4

ROUGE-SU4+StopWordRemoval,FNS32349,32349.TXT,0.23829,0.11066,0.15113,4

ROUGE-L+StopWordRemoval,FNS32107,32107.TXT,0.43935,0.46713,0.45281,3

ROUGE-1+StopWordRemoval,FNS32107,32107.TXT,0.44071,0.58124,0.50131,3

ROUGE-2+StopWordRemoval,FNS32107,32107.TXT,0.24736,0.26331,0.25509,3

ROUGE-SU4+StopWordRemoval,FNS32107,32107.TXT,0.32600,0.27920,0.30079,3

ROUGE-L+StopWordRemoval,FNS31811,31811.TXT,0.55997,0.37557,0.44959,4

ROUGE-1+StopWordRemoval,FNS31811,31811.TXT,0.61086,0.38262,0.47052,4

ROUGE-2+StopWordRemoval,FNS31811,31811.TXT,0.40351,0.20300,0.27011,4

ROUGE-SU4+StopWordRemoval,FNS31811,31811.TXT,0.46950,0.19314,0.27369,4

ROUGE-L+StopWordRemoval,FNS32229,32229.TXT,0.48017,0.34375,0.40066,4

ROUGE-1+StopWordRemoval,FNS32229,32229.TXT,0.42602,0.38268,0.40319,4

ROUGE-2+StopWordRemoval,FNS32229,32229.TXT,0.23034,0.20692,0.21800,4

ROUGE-SU4+StopWordRemoval,FNS32229,32229.TXT,0.29361,0.21571,0.24870,4

ROUGE-L+StopWordRemoval,FNS30841,30841.TXT,0.37574,0.36375,0.36965,4

ROUGE-1+StopWordRemoval,FNS30841,30841.TXT,0.37387,0.45447,0.41025,4

ROUGE-2+StopWordRemoval,FNS30841,30841.TXT,0.12737,0.12865,0.12800,4

ROUGE-SU4+StopWordRemoval,FNS30841,30841.TXT,0.21535,0.16950,0.18969,4

ROUGE-L+StopWordRemoval,FNS31492,31492.TXT,0.39445,0.32901,0.35877,4

ROUGE-1+StopWordRemoval,FNS31492,31492.TXT,0.45227,0.45485,0.45355,4

ROUGE-2+StopWordRemoval,FNS31492,31492.TXT,0.18403,0.18565,0.18484,4

ROUGE-SU4+StopWordRemoval,FNS31492,31492.TXT,0.28586,0.22602,0.25244,4

ROUGE-L+StopWordRemoval,FNS32340,32340.TXT,0.25277,0.30007,0.27440,3

ROUGE-1+StopWordRemoval,FNS32340,32340.TXT,0.33177,0.48379,0.39362,3

ROUGE-2+StopWordRemoval,FNS32340,32340.TXT,0.08527,0.10652,0.09472,3

ROUGE-SU4+StopWordRemoval,FNS32340,32340.TXT,0.17737,0.17990,0.17863,3

ROUGE-L+StopWordRemoval,FNS32220,32220.TXT,0.34317,0.28281,0.31008,3

ROUGE-1+StopWordRemoval,FNS32220,32220.TXT,0.31345,0.40560,0.35362,3

ROUGE-2+StopWordRemoval,FNS32220,32220.TXT,0.11492,0.13084,0.12237,3

ROUGE-SU4+StopWordRemoval,FNS32220,32220.TXT,0.20311,0.17027,0.18525,3

ROUGE-L+StopWordRemoval,FNS32583,32583.TXT,0.33080,0.29597,0.31242,3

ROUGE-1+StopWordRemoval,FNS32583,32583.TXT,0.39575,0.45477,0.42321,3

ROUGE-2+StopWordRemoval,FNS32583,32583.TXT,0.18884,0.17477,0.18153,3

ROUGE-SU4+StopWordRemoval,FNS32583,32583.TXT,0.25896,0.22660,0.24170,3

ROUGE-L+StopWordRemoval,FNS30849,30849.TXT,0.38622,0.30625,0.34162,4

ROUGE-1+StopWordRemoval,FNS30849,30849.TXT,0.41779,0.40020,0.40881,4

ROUGE-2+StopWordRemoval,FNS30849,30849.TXT,0.18217,0.15061,0.16489,4

ROUGE-SU4+StopWordRemoval,FNS30849,30849.TXT,0.25752,0.17264,0.20671,4

ROUGE-L+StopWordRemoval,FNS30965,30965.TXT,0.34867,0.31504,0.33100,5

ROUGE-1+StopWordRemoval,FNS30965,30965.TXT,0.36921,0.45950,0.40944,5

ROUGE-2+StopWordRemoval,FNS30965,30965.TXT,0.13646,0.16360,0.14880,5

ROUGE-SU4+StopWordRemoval,FNS30965,30965.TXT,0.22944,0.20066,0.21409,5

ROUGE-L+StopWordRemoval,FNS30966,30966.TXT,0.29767,0.43958,0.35497,3

ROUGE-1+StopWordRemoval,FNS30966,30966.TXT,0.42671,0.52343,0.47015,3

ROUGE-2+StopWordRemoval,FNS30966,30966.TXT,0.17474,0.33432,0.22951,3

ROUGE-SU4+StopWordRemoval,FNS30966,30966.TXT,0.24433,0.34769,0.28699,3

ROUGE-L+StopWordRemoval,FNS30967,30967.TXT,0.32845,0.32542,0.32693,3

